"ExitSpeed","Angle","woba"
94.5437314427493,-13.6937011220885,0.9
77.2763963950446,-1.79787871828675,0
74.0429682800972,8.06564333495575,0
89.7723839615351,-0.874571851779211,0
65.8049342415138,-12.9978385907695,0
49.6440320868592,-1.06487238523381,0.9
76.509350076674,24.410676193167,0.9
83.8700170459698,13.9063206591214,0.9
78.9132246642015,36.0308038311835,0
95.2162825371939,-10.1201046198996,0
96.1941101268749,21.5573587871987,0
94.2021539515945,-23.7054283352394,0
101.657859335928,4.0397901641012,0
87.7333771781876,40.1503819032303,0
82.3505304205351,15.1228038411384,1.6
78.8643250186955,1.67695817361985,0
51.7107673052534,-34.2433411325488,0
82.1129211647455,23.5640817311943,0
106.208242288424,37.2543667443042,2
56.4260434234934,24.5623347415514,0.9
79.5951829086891,8.12531395341543,0
98.2043243375668,28.432860581195,2
86.0837769091013,31.727625023016,0
82.3048517108819,-16.2824696735093,0
83.3924673287921,25.026426692786,0
84.0411594661496,35.7527986471576,0
89.5236062163284,27.3734823616725,0
88.1925800703548,55.1955486665442,0
96.4269731607784,-9.80404782648002,0
90.2576128573091,-9.3181001065902,0.9
90.7663280121754,32.03952610225,0
46.0403064982082,4.67002850086791,0
93.7937229442876,-10.1416722474431,1.25
93.6796022747503,10.7107156166944,1.25
98.4931845379343,32.8413428286465,0
64.2954713761084,9.78290132221913,0
96.006864072695,20.8024298263245,1.25
105.888215637602,2.59440983609185,0
77.0808629508197,43.8657856881702,0
76.3624806348072,18.6294660413986,0.9
87.0068737708575,23.8237353086648,0
55.7395496584299,-78.021774855016,0
96.7986521833104,34.2916774096166,2
86.0636189191031,24.3698335478794,0
92.4871381121724,30.1248081914587,2
101.876863009133,27.3594440793107,2
100.722659803605,-8.7265117930863,0
92.5213740473084,-7.69533079683134,0
90.2347461837153,-16.502266463035,0
85.0299285886613,44.102955019048,0
69.8942572649091,-61.5864532445469,0
63.7851906902977,12.2450962063401,0
87.4125155569544,12.5578728756664,0.9
99.6089558105875,14.5520778827301,1.25
71.1886831800658,35.9577667203133,0.9
80.5355795906244,20.9761674657004,0.9
72.7222800876139,-46.9720386328419,0
77.812015274852,-17.2984697365876,0
102.035382934727,15.905257911141,0
85.0072288893718,46.9004799268504,0
103.767421827936,21.535851093643,1.25
68.8782363795189,-50.678704513072,0
94.6214431811795,1.61767227289869,0
88.8794777791858,-1.28575910908251,0
95.0099243945211,-17.8440234682164,0
95.6282974851782,-22.2574538897046,0
63.6711913022387,-14.0597705170352,0
99.6772022637383,24.5729408335662,1.25
107.03890785073,6.33544193532424,0
100.387564575644,9.01312175702387,0.9
83.834267414063,12.4623628746434,0.9
91.1484720460171,2.98189471430673,0.9
90.3845808110454,-3.06947708545292,0.9
97.970102569948,-13.5313543894837,0
107.437703333562,13.811594031786,0.9
88.3493585906211,14.7172369853988,0.9
81.2049472149069,-9.91100910832011,0
104.282127469514,19.6559658954517,1.25
71.702766677777,-14.8829940171581,0
56.34584276262,-36.8275411156571,0
64.7623322555743,-29.9582092066176,0
68.9531907821865,67.8838213880613,0
61.2504628902658,-32.3416990201617,0
94.8995331336236,26.6597982733678,1.25
91.0947579453426,51.5672411339791,0
106.319020061237,41.434409207754,2
74.3961506714979,36.6607059494123,0.9
93.1302017716851,5.6722309510159,0.9
83.10205359711,-40.9565318847912,0
84.7712344722805,24.4411343472683,0.9
74.0111838127667,-18.752293407883,0
94.0267300747291,6.52417051133131,0
94.8011045999017,38.3348741094913,0
103.047171141388,-1.0926095045464,0.9
72.3457217475114,31.3728929963065,0.9
93.1505608849074,-9.7763860120544,0.9
96.011763521676,3.04805785903766,0
76.7730050354981,29.9001403427981,0
96.494662734725,-2.27868455299694,0
95.461742602738,28.1174423055311,0
84.4193922812895,22.5640071448545,0.9
101.71840928302,22.5263783517192,1.25
90.0275269509588,7.26167177691002,0
92.612191132529,27.1822217736997,0
75.6884506845854,-1.4225745228787,0
89.0618279084627,21.1935837394637,0
80.5996988009157,-12.3920050891026,0
75.9386294548787,38.7170080097431,0
54.8235553612211,-15.9171224029814,0.9
89.3390443672214,34.6018824426307,0
58.9581509738004,-30.8947425020422,0
93.5488738503985,-1.17393209291488,0
87.8817468206553,35.1388442492531,0
86.9430173273523,-11.5797976403318,0
96.5240253972273,6.72885496126526,0.9
70.0291731744871,30.8881200190476,0
